Respondent,Age,Country,EdLevel,YearsCodePro
10771,25.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10772,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
10773,38.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
10775,31.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
10776,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10784,46.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0
10785,36.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
10786,24.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1.0
10787,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10790,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
10791,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
10793,37.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
10797,23.0,Malaysia,Associate degree,5.0
10800,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
10803,23.0,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0
10804,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10805,45.0,United Kingdom,Some college/university study without earning a degree,23.0
10811,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10812,24.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10813,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10820,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
10821,32.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
10824,21.0,United Kingdom,Some college/university study without earning a degree,4.0
10826,41.0,Austria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
10827,26.0,Colombia,Some college/university study without earning a degree,22.0
10832,37.0,Switzerland,Associate degree,11.0
10833,45.0,United Kingdom,Some college/university study without earning a degree,15.0
10835,26.0,Germany,"Professional degree (JD, MD, etc.)",7.0
10836,27.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
10841,31.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
10842,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
10843,33.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
10844,31.0,United States,Some college/university study without earning a degree,4.0
10845,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
10849,23.0,Brazil,"Professional degree (JD, MD, etc.)",2.0
10851,35.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
10852,29.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
10854,24.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
10855,47.0,Greece,Associate degree,20.0
10859,42.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
10861,32.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
10862,33.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
10863,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
10866,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
10870,30.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
10871,30.0,Dominican Republic,Associate degree,6.0
10877,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
10878,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10881,33.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",12.0
10884,47.0,Poland,Some college/university study without earning a degree,26.0
10886,24.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
10888,31.0,Spain,Some college/university study without earning a degree,2.0
10891,36.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
10892,58.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
10895,25.0,Bulgaria,Some college/university study without earning a degree,4.0
10896,25.0,Nicaragua,"Professional degree (JD, MD, etc.)",3.0
10898,37.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18.0
10899,24.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
10900,28.0,"Congo, Republic of the...","Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
10904,37.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
10905,31.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
10907,28.0,Italy,Some college/university study without earning a degree,8.0
10908,32.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
10909,28.0,Georgia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
10911,28.0,Bangladesh,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
10912,26.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10913,32.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
10916,25.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
10917,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
10918,39.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",17.0
10919,44.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",19.0
10925,31.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0
10927,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
10928,31.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
10930,27.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
10937,30.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
10938,29.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
10940,24.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
10945,49.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
10947,38.0,Argentina,"Other doctoral degree (Ph.D, Ed.D., etc.)",17.0
10948,26.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10950,58.0,Croatia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",33.0
10951,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10952,30.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
10954,32.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
10955,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18.0
10960,26.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10961,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10962,33.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
10965,24.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10966,33.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
10970,31.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13.0
10971,22.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
10972,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
10976,26.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
10977,37.0,Finland,Some college/university study without earning a degree,10.0
10978,28.0,United States,Associate degree,8.0
10982,39.0,Spain,Associate degree,22.0
10984,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
10985,25.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
10986,41.0,Brazil,Some college/university study without earning a degree,22.0
10987,26.0,Saudi Arabia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
10988,26.0,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0
10990,36.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13.0
10993,27.0,Kenya,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
10994,23.0,United States,Some college/university study without earning a degree,1.0
10996,41.0,Canada,Some college/university study without earning a degree,23.0
10997,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
10999,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11001,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11005,33.0,Germany,Associate degree,8.0
11006,31.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
11009,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11011,25.0,Azerbaijan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11012,32.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
11014,30.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11017,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11020,31.0,United States,Associate degree,1.0
11022,31.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11024,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11025,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11027,26.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11028,22.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11031,28.0,France,Associate degree,8.0
11032,23.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
11033,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11039,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11041,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11042,30.0,Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12.0
11043,27.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11048,27.0,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11049,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11052,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11053,34.0,Canada,"Other doctoral degree (Ph.D, Ed.D., etc.)",19.0
11060,23.0,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0
11061,37.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
11062,24.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1.0
11063,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11068,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11069,37.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
11070,21.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
11071,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
11072,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
11073,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0
11074,29.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11077,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
11078,20.0,United States,Some college/university study without earning a degree,2.0
11079,29.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11081,49.0,United States,Associate degree,26.0
11084,34.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11086,21.0,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
11087,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11088,35.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0
11089,25.0,Armenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11090,37.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
11091,34.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
11097,43.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",19.0
11099,22.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11100,25.0,"Venezuela, Bolivarian Republic of...",Some college/university study without earning a degree,6.0
11102,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11103,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11104,30.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11110,24.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11115,37.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
11117,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11118,26.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1.0
11121,22.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0
11122,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
11123,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11124,26.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11125,30.0,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11127,32.0,United States,Some college/university study without earning a degree,8.0
11128,39.0,Serbia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11130,22.0,Estonia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11133,50.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
11134,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11137,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11138,28.0,Brazil,Associate degree,8.0
11140,42.0,Norway,Some college/university study without earning a degree,10.0
11142,25.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0
11143,34.0,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
11144,31.0,Germany,Some college/university study without earning a degree,10.0
11146,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11148,25.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11150,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11151,39.0,Slovenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
11153,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11157,30.0,France,"Other doctoral degree (Ph.D, Ed.D., etc.)",3.0
11160,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11161,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11162,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11163,38.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
11164,44.0,Czech Republic,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18.0
11166,20.0,Colombia,Some college/university study without earning a degree,2.0
11167,25.0,Ethiopia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11168,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0
11174,36.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
11176,28.0,Egypt,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11177,42.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
11179,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
11181,30.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
11182,56.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0
11186,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11189,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11192,21.0,United States,I never completed any formal education,1.0
11194,58.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11195,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11200,23.0,Denmark,Some college/university study without earning a degree,3.0
11201,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11202,29.0,United States,Some college/university study without earning a degree,5.0
11205,26.0,Czech Republic,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11207,35.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",8.0
11208,24.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11211,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11213,38.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11214,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
11215,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
11216,26.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11225,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
11227,28.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
11232,59.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0
11233,31.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
11245,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11246,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11247,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11248,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11250,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
11251,30.0,United Arab Emirates,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
11254,30.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11255,26.0,El Salvador,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11264,32.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
11266,26.0,Malaysia,Associate degree,0.5
11269,51.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0
11272,33.0,South Africa,Some college/university study without earning a degree,13.0
11275,20.0,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0
11276,42.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
11277,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
11278,26.0,Dominican Republic,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11280,31.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
11283,27.0,Israel,Associate degree,1.0
11285,45.0,Germany,Some college/university study without earning a degree,22.0
11290,24.0,Croatia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11291,56.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0
11292,31.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
11293,42.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
11294,32.0,United States,Associate degree,16.0
11295,29.0,Russian Federation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
11296,49.0,Ukraine,Some college/university study without earning a degree,2.0
11299,32.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
11300,25.0,United States,Some college/university study without earning a degree,5.0
11303,26.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11305,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11306,52.0,Australia,Associate degree,31.0
11307,41.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
11310,26.0,Canada,Some college/university study without earning a degree,4.0
11314,24.0,United States,Some college/university study without earning a degree,5.0
11319,28.0,Kenya,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11320,37.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
11321,50.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0
11323,19.0,Romania,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
11324,34.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",6.0
11325,28.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11326,37.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",16.0
11327,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
11329,46.0,Canada,Some college/university study without earning a degree,6.0
11330,36.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11331,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18.0
11334,32.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
11340,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11342,33.0,China,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
11346,30.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11352,24.0,Canada,Associate degree,2.0
11353,48.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0
11355,22.0,Netherlands,Associate degree,3.0
11357,43.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
11358,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
11362,19.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0.5
11363,35.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
11365,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11367,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11371,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11373,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
11374,35.0,Slovenia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
11376,26.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
11379,34.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
11380,34.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11381,34.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
11382,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
11385,30.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11386,33.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
11388,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11391,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
11394,29.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
11395,37.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",19.0
11398,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11401,23.0,Spain,Some college/university study without earning a degree,0.5
11402,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
11407,22.0,United States,Some college/university study without earning a degree,4.0
11409,30.0,Greece,Some college/university study without earning a degree,3.0
11412,36.0,Switzerland,"Other doctoral degree (Ph.D, Ed.D., etc.)",15.0
11413,34.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11414,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11416,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11419,27.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11420,34.0,United Kingdom,Some college/university study without earning a degree,12.0
11423,21.0,Mexico,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
11425,31.0,Egypt,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11430,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
11431,37.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",19.0
11432,33.0,Canada,Associate degree,5.0
11434,39.0,Canada,Associate degree,15.0
11439,30.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
11440,37.0,Israel,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
11442,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
11447,53.0,Colombia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
11448,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11450,34.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11456,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11460,24.0,Germany,Some college/university study without earning a degree,4.0
11461,23.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11462,39.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
11464,23.0,United States,Some college/university study without earning a degree,4.0
11465,33.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
11466,25.0,United States,Some college/university study without earning a degree,10.0
11469,31.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11470,32.0,United States,Associate degree,13.0
11471,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
11472,30.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11474,24.0,Turkey,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
11476,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11477,30.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11481,25.0,Czech Republic,Some college/university study without earning a degree,2.0
11488,30.0,Chile,"Professional degree (JD, MD, etc.)",6.0
11489,29.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11490,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11494,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11496,32.0,Italy,"Other doctoral degree (Ph.D, Ed.D., etc.)",6.0
11497,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11499,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11501,24.0,Uruguay,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
11508,33.0,Poland,Some college/university study without earning a degree,10.0
11511,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11513,23.0,India,"Professional degree (JD, MD, etc.)",0.5
11514,45.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
